lemma,examples
bereave,[]
beseech,[]
bet,"['i BET on myself', 'i BET on whirlabout', 'i BET on horses', 'i BET on cantador', 'i BET on her', 'i BET against him', 'i BET on macalinski', 'i BET on him', 'i BET on it', 'the whole crew BET on you', 'i BET on you', 'i BET on you', 'i BET a g on smoke', 'i BET on that', 'i BET against you', 'i BET from rebecca', 'i BET with louie', 'i BET on you', 'i BET on everything', 'i BET on you', 'the high rollers BET against you', 'i BET on victor', 'i BET against you', 'i BET on you', 'i BET on you', 'i BET against you', 'i BET on it', 'you BET on turlude', 'you BET on me', 'i BET you like horses', 'i BET you like her', 'they BET on red', 'you BET on horses', 'i BET a box of candy', 'i BET it with mine', 'you BET on me', 'he BET against you', 'you BET on it', 'he BET against you', 'i BET you like this', 'i BET guys like you', 'i BET 2s on east', 'you BET on today', 'i BET some of you', 'i BET you like that', 'i BET everything on number', 'he BETS on races', 'i BET you like meat', 'i BET 20 against you', 'i BET you like strawberries', 'i BET you like rice', 'you BET on it', 'you BET on that', 'you BET on butterfly', 'i BET you on this', 'i BET everything on you', 'i BET everything on debate', 'everybody BETS on him', 'you BET on everything', 'he BET on you', 'they BET on him', 'i BET you like that', 'you BET on yourself', 'we BET on everything', 'they BET on wolcott', 'they BET against you', 'someone BET on sahil', 'someone BET on today', 'we BET against ourselves', 'i BET everything on it', 'i BET everything on it', 'i BET this reeks with romance', 'i BET the ladies like it', 'i BET some money on you', 'people BET money on them', 'boys BET everything on everything', 'he BET on baseball', 'i BET on you', 'the boys BET a fortune on you', 'he BET it on nana', 'you BET it on sonny', 'i BET 500,000 on number', 'you BET on thunderbolt', 'you BET against it', 'you BET on it', 'we BETTED on nimbus', 'she BET against me', 'somebody BET on you', 'you BET on denver', 'you BET for him', 'you BET on that', 'people BET on pingpong', 'i BET youdream of women', 'you BET on me', 'you BET 1 of mine', 'i BET you like it', 'you BET against them', 'he BET on horses', 'i BET you like them', 'you BET with him', 'i BET you like pranks', 'you BET against god', 'you BET on it', 'he BETS against himself', 'you BET on mckinley', 'you BET on it', 'i BET sports to time', 'i BET you like coffee', 'you BET the channels after 11:00', 'i BET on them', 'you BET by', 'i BET on blanchette', 'i BET with friends', 'i BET against you', 'i BET against jeter', 'i BET on him', 'i BET on india', 'i BET on you', 'i BET on ben', 'i BET on virginia', 'i BET on you', 'i BET them at any distance', 'a friend BET it for me', 'i BET you in the morning', 'these people BET at sea', 'he BET in the fight', 'i BET all games on myself', 'he BET bigtime on him']"
bid,"['i BID on you', 'i BID on projects', 'i BID on morgenmad', 'someone BID on him', 'someone BID on him', 'we BID you to edinburgh', 'i BID what for this', 'i BID against quintus', 'i BID on you', 'i BID on it', 'we BID farewell to fr']"
bide,[]
bind,"['the blacksmith BOUND him to me', 'missionary BOUND for kenya', 'i BIND you by oath', 'all BOUND in jail', 'all BOUND for libya', 'ideas BOUND for all', 'it BINDS me to you', 'next train BOUND for tokyo', 'it BOUND you to me', 'it BINDS me to her', 'both ships BOUND for bristol', 'it BINDS him to us', 'horseshoes BOUND the leprechaun in place', 'oath BINDS you for life', 'noble sons BOUND in ice', 'signatures BINDING until death', 'flowers BINDING of georgia', 'which BINDS the nuclei through the strong force', 'the pain BOUND her for weeks', 'he BOUND himself to the king', 'he BOUND himself to the king', 'all passengers BOUND for altuna']"
bite,"['i BIT into it', 'he BIT through this', 'they BIT around it', 'she BIT me for real', 'they BITE a lot at dawn', 'you BIT me on purpose', 'he BITES heads off chickens', 'wilder BIT it on wednesday', 'it BIT them in the', 'she BITES at everybody', 'you BIT on lead', 'you BITE on that', 'i BIT on it', 'you BITE like', 'that BITES people in the ass', 'you BIT a lot of people']"
bleed,"['i BLED for days', 'i BLED beside him', 'i BLED with you', 'i BLED for her', 'i BLED with them', 'i BLED for thee', 'they BLED to death', 'he BLED to death', 'he BLED before that', 'you BLEED like mylee', 'he BLED to death', 'he BLED to death', 'she BLED to death', 'it BLED like hell', 'he BLED to death', 'she BLED to death', 'she BLED on him', 'kira BLED to death', 'he BLED to death', 'he BLED to death', 'he BLED to death', 'he BLED to death', 'he BLED to death', 'he BLED to death', 'he BLED to death', 'she BLED to death', 'he BLED to death', 'he BLED to death', 'she BLED to death', 'he BLED to death', 'she BLED to death', 'he BLED to death', 'he BLED to death', 'they BLEED to death', 'they BLED for this', 'you BLEED for nothing', 'he BLED to death', 'he BLED to death', 'he BLEEDS to death', 'this man BLED to death', 'that tie BLEEDS on television', 'the drunks BLEED like hell', 'the body BLEEDS to death', 'poor girl BLED to death', 'you BLEED them as customers', 'lacerated nightmares BLED into consciousness', 'both victims BLED to death', 'they BLED her to death', 'everything BLED into everything', 'i BLED for it', 'gums BLEED for ya', 'she BLED to death', 'it BLEEDS in me', 'hemorrhoids BLEED for you', 'guys BLED for that', 'son BLED to death', 'he BLED to death', 'he BLED to death', 'he BLED to death', 'you BLEED to death', 'it BLEEDS like anything', 'he BLEEDING from his', 'heart BLED for him', 'she BLEEDS like everyone', 'days BLEED into years', 'she BLEEDS like everyone', 'i BLEED on you', 'i BLEED to death', 'i BLED to death', 'she BLED like', 'i BLEED to death', 'all high girls BLEED like dracula', 'he BLED a tooth to death', 'he BLEEDS him like anybody', 'she BLED in the bathtub', 'young marine BLED to death', 'she BLED in the chapel', 'he BLED on the street', 'he BLED in an alleyway']"
bless,"['god BLESS every one of you', 'god BLESS the king of israel', 'god BLESS this isle of roanoke', 'god BLESS the commonwealth of massachusetts', 'god BLESS the both of yous', 'god BLESS the three of you', 'god BLESS you for that', 'god BLESS you for them', 'god BLESS both of you', 'god BLESS both of you', 'god BLESS both of you', 'god BLESS them to you', 'god BLESS you for it', 'i BLESS the wonder of life', 'god BLESS you for that', 'god BLESS you for that', 'god BLESSED him with longevity', 'god BLESS all of you', 'god BLESS them with serenity', 'god BLESS all of you', 'god BLESS all of you', 'god BLESS all of us', 'god BLESS all of you', 'god BLESS you for that', 'god BLESS you for it', 'god BLESS you for everything', 'god BLESS me for that', 'lord BLESSED us with everything', 'god BLESS the boys in i.t', 'god BLESSED me with her', 'god BLESS both of you', 'god BLESS me for it', 'god BLESS both of us', 'torgo BLESS you with one', 'god BLESSED me with you', 'god BLESS all of you', 'god BLESS all of us', 'god BLESS you for everything', 'the lord BLESS him for it', 'the lord BLESSED you with talent', 'we BLESS the day on which', 'god BLESS you for it', 'god BLESS you for it', 'god BLESS both of you', 'god BLESS you for this', 'god BLESS you with happiness', 'god BLESS you for that', 'god BLESS you for this', 'god BLESS him with prosperity', 'god BLESS them with happiness', 'god BLESS both of you', 'god BLESS you with happiness', 'god BLESS you for that', 'vitthal BLESSED me with motherhood', 'you BLESSED paramour of science', 'god BLESSES to him', 'god BLESS the both of you', 'god BLESS you for that', 'god BLESS all of you', 'god BLESS you for that', 'god BLESS miguelito for eternity']"
blow,"['he BLEW the bugle at gettysburg', 'i BLEW til dawn from 11:30', 'she BLEW the whistle on me', 'the revolution BLOWS it to pieces', 'he BLOW the lid off satanism', 'the wind BLOWS a lot at night', 'she BLEW all four of us', 'the wind BLEW east to west', 'somebody BLEW the place to smithereens', 'they BLEW the safe with pe4', 'the wind BLOWS us from trees', 'you BLEW the whistle on them', 'i BLEW on it', 'you BLOW that fire into space', 'chest BLOWN to bits', 'it BLOWS beyond me', 'she BLEW upon us', 'i BLEW him to smithereens', 'the broad BLEW the whistle on me', 'it BLOWS through germany', 'you BLOW through it', ""you BLEW on 'em"", 'the first lady BLEW the trumpet on tv', 'he BLEW on it', 'she BLEW on it', 'i BLEW it with kirsten', 'you BLOW at boarding', 'i BLEW it with lacey', 'i BLOW you for nothing', 'the federal government BLEW the levees during katrina', 'you BLOW for skittles', 'horn BLOWS in distance', 'i BLEW it with brittney', 'you BLOW on it', 'i BLEW it with kate', 'you BLEW on it', 'i BLEW bubbles with megu', 'whistle BLOWS on tv', 'i BLEW it with him', 'he BLEW past me', 'i BLEW it with michelle', 'you BLEW a bundle in reno', 'the wind BLOWS from bosworth', 'you BLEW a fortune on that', 'lanzetta BLEW attardi to smithereens', 'they BLEW him to bits', 'we BLOW ourselves to bits', 'you BLEW it on purpose', 'he BLEW himself to pieces', 'nobody BLOWS raspberry at me', 'he BLEW it on babes', 'people BLOWN all to pieces', 'damn thing BLEW on me', 'they BLEW ptu to bits', ""l'll BLOW you into tomorrow"", 'you BLEW this on purpose', 'you BLEW guys under it', 'puckett BLEW a bloodalcohol of zerozero', 'you BLEW it with julie', 'you BLEW robbins to pieces', 'black thread BLOWS around us', 'they BLEW it to pieces', 'david BLEW it with jill', 'something BLEW a hole in it', 'the wind BLOWS in it', 'own mom BLEW the whistle on me', 'an strong wind BLOWS him to indonesia', 'the mistral BLOWS you to pieces', 'they BLOW the smell of onions', 'you BLOW the gas on us', 'the bomb BLEW part of it', 'pajota BLOWS the bridge at 1945', 'you BLEW the whistle on him', 'she BLEW those sons of bitches', 'that thing BLEW disney on ice', 'the pablo BLEW at arévalo', 'i BLOW the whistle for rollcall', 'wanna BLOW a sale on saturday', 'you BLEW it with tollman', 'guys BLOW this operation in l.a', 'grenades BLEW holes in them', 'a different car BLOWS past him', 'jesse BLEW you off le', 'leak BLEW him to bits', 'i BLEW some snot into it', 'you BLEW that for me', 'we BLOW most of them', 'he BLEW it with me', 'nobody BLOWS horn like him', 'it BLEW the strongest across the point', 'channing mcclaren BLEW the s.e.c off information', 'munn BLEW into town', 'a condenser BLEW on panel', 'himself BLOWN to bits', 'he BLEW by him', 'you BLOW on it', 'bodies BLOWN to pieces', 'i BLEW a lot of money', 'whistle BLOWS in distance', 'that BLEW from timber', 'i BLEW it with erin', 'he BLOWS left by pinciotti', 'wind BLOWS from', 'i BLEW it to', 'they BLEW great toots on bazookas', 'the explosion BLEW sugar past past', 'we BLEW the money on rent', 'i BLOW the remains of wall', 'they BLEW it to bits', 'you BLOW for good luck', 'he BLEW all of us', 'the wind BLOWS on us', 'he BLEW it of us', 'they BLEW it to pieces', 'they BLEW them with a shotgun', 'she BLOWS like the wind', 'that wind BLEW towards me', 'i BLEW the whistle on you']"
break,"['i BROKE with him', 'we BROKE the act in cold', 'it BROKE below it', 'he BROKE the laws of heaven', 'books BREAK the shackles of time', 'unforgivable BREAK the rhythm of someone', 'i BROKE with fabien', 'i BROKE into tears', 'you BREAK an egg on it', 'you BROKE the bond with max', 'he BREAKS the law of gravity', 'they BROKE the mold with her', 'three BREAK the eggs into flour', 'they BREAK the legs of voyeurs', 'this kid BROKE a lot of bones', 'you BROKE the curse of namambo', 'you BROKE every code of friendship', 'she BROKE an agreement with me', 'you BROKE the rules of engagement', 'it BREAKS the rules of competition', 'it BROKE that part of them', 'you BROKE the rules of friendship', 'you BROKE the chair on me', 'you BREAK the rules for sinatra', 'i BREAK into morgues', ""you BROKE every one of 'em"", 'i BREAK into parts', 'they BREAK the laws of gravity', 'i BREAK into morgues', 'we BROKE the sword for nothing', 'i BROKE it in chicago', 'it BROKE on impact', 'tram BREAKS into grocery', 'i BREAK him in pieces', 'it BROKE by itself', 'seattle BREAKING on top', 'fudge BROKE on top', 'he BROKE into sobs', 'nobody BREAKS into prison', 'i BROKE a bottle of perfume', 'he BROKE from them', 'it BROKE of itself', 'we BROKE through the', 'the noise BREAKS the world to bits', 'i BROKE it with this', 'i BROKE it off myself', 'i BROKE a knife in it', 'it BREAKS into pieces', 'something BROKE inside me', 'somebody BROKE into gringotts', 'i BROKE a promise for nothing', 'they BREAK through it', 'i BROKE it into parts', 'you BROKE through it', 'it BROKE in two', 'we BREAK into them', 'we BREAK into prison', 'we BROKE for lunch', 'people BREAKING into offices', 'you BREAK into pieces', 'he BROKE with policy', 'he BROKE in 30', 'you BREAK me down ♪', 'they BREAK on impact', 'it BROKEN into pieces', 'i BROKE a lot of bones', 'you BROKE with protocol', 'we BROKE into it', 'she BROKE through it', 'you BROKE into me', 'something BROKE inside me', 'it BROKE in half', 'susan BROKE with lucinda', 'i BROKE heads in cicero', 'it BROKEN into pieces', 'something BROKE inside me', 'it BROKE in two', 'something BROKE inside me', 'you BREAK on that', 'fitz BROKE into containment', 'i BROKE a bag of flour', 'i BROKE gandalf in half', 'i BROKE the beam of thought', 'i BROKE the blockade in boulogne', 'you BROKE both of them', 'you BREAK it at midnight', 'lane BROKE him from that', 'you BROKE cherry on me', 'i BREAK the arrow of peace', 'some thieves BROKE into it', 'liszt BROKE plenty of strings', 'i BROKE the trust between us', 'he BROKE a couple of ribs', 'you BROKE most of them', 'you BROKE most of them', 'the bones BREAK like glass', 'they BROKE him into pieces', 'they BROKE him into pieces', 'you BROKE them on purpose', 'full mission BREAKING in two', 'we BROKE at 10:00', 'we BREAK ground on monday', 'everyone BREAKS popsicles in half', 'charles BROKE a lot of hearts', 'i BREAK all relationship with you', 'it BROKE us in america', 'little people BREAK to china', 'little people BREAK like china', 'little people BREAK like china', 'little people BREAK like china', 'we BROKE them to pieces', 'no lunch BREAKS with this', 'he BROKE bread with us', 'they BREAK a lot of bread', 'the truck BROKE through security', 'i BROKE the rules for calvin', 'he BROKE a couple of strings', 'we BREAK fruits with stones', 'you BROKE it off yourself', 'we BREAK camp at dusk', 'she BROKE you on purpose', 'i BROKE the rules with miriam', 'i BROKE no law of yours', 'he BROKE a bone during practice', 'we BROKE a lot of hearts', 'you BROKE a deal with us', 'that chair BROKE in midair', 'we BROKE bread with them', 'i BROKE the heel of achilles', 'you BROKE half of it', 'he BROKE bread with us', 'i BREAK the pasta in half', 'the register BROKE at patsy', 'it BROKE at 11.47', 'that guy BROKE the bowl on purpose', 'the falsies BROKE the table in two', 'the guy BROKE the bulb on purpose', 'volange BROKE the news to me', 'he BROKE the chain of command', 'sg1 BROKE the law on p3x775', 'this BREAKS the chain for good', 'dickhead cops BROKE flashlights on me', 'no one BREAKS deals with me', 'you BROKE the rules for calvin', 'trained professionals BREAK more than bones', 'nothing BREAKS the heart like death', ""she BROKE 9,000 of 'em"", 'a man BREAK faith with me', 'i BROKE the girl in half', 'she BREAKS them with yelling', 'they`re BROKE on monday', 'the waves BREAK like this', 'no sense BREAKING with tradition', 'it BROKE them to me', 'he BROKE me of that', 'he BROKE me of that', 'parting BREAKS you in two', 'you BROKE those off yourself', 'they BROKE it in prison', 'the gear BROKE on impact', 'wanna BREAK it to you', 'caldrone BROKE 204 of them', 'i BROKE the crowd into sectors', 'he BROKE it in half', 'damn trampoline BROKE in half', 'the fbi BROKE in today', 'it BREAKS something in you', 'you BROKE a lot of rules', 'you BROKE a lot of pieces', 'richard BROKE lots of dishes', 'you BROKE all of them', 'you BROKE in williams', 'heart BREAKS for him', 'you BREAK with tradition', 'he BREAKS with her', 'it BROKE mademoiselle of', 'head BREAKS in pain', 'bones BREAK in convulsions', 'i BROKE faith with her', 'you BROKE in pieces', 'i BROKE that into tears', 'i BROKE it to him', 'heart BROKE for her', 'johan BROKE with his', 'i BROKE a lot of things', 'heart BREAKS for you', 'heart BREAKS for you', 'heart BREAKS for you', 'heart BREAKS for him', 'heart BREAKS for you', 'they BREAK for lunch', 'heart BREAKS for her', 'dawn BREAKS at 5:00', 'you BREAK into the', 'heart BREAKS for you', 'heart BROKE in two', 'radio BROKE around tallahassee', 'you BREAK both of them', 'i BROKE with belloc', 'i BREAK into places', 'i BROKE in hanoi', 'i BREAK into places', 'the mast BROKE fire into pieces', 'you BROKE the strike of everybody', 'clients BREAK the law like anyone', 'the plane BREAKS it in half', 'you BROKE the cinema of them', 'you BROKE the bond between trainer', 'ohat BROKE the bones between me', 'no one BREAKS a glass without a reason', 'he BROKE the arm of nostagio', 'she BROKE the engagement before dinner', 'you BROKE a man of her', 'many fillies BROKE for freedom', 'you BREAK him in half', 'she BROKE a date with him', 'you BREAK wind before me', 'they BROKE of the walls', 'the fuselage BROKE on impact', 'god BROKE stick on her', 'i BROKE the bottle on him', 'we BREAK ground on phase', 'meadows BROKE a lot about visualize', 'somebody BROKE them into ofi', 'she BROKE it with grief']"
breed,"['they BREED like rabbits', 'they BREED like flies', 'they BREED like rats', 'they BREED like flies', 'eels BREED in rivers', 'mosquitoes BREED in swamps', 'mundanes BREED like rabbits', 'they BREED like animals', 'they BRED like rabbits', 'they BREED like rats', 'they BREED like guppies', 'you BREED like rats', 'they BREED like animals', 'they BREED like immigrants', 'they BRED them to violence', 'those people BREED like chickens', 'licentious music BREEDS all manner of vice', 'the sport BREEDS that into them', 'father BRED it into him', 'we BRED ourselves into castes', 'they BREED like rats', 'you BREED of eve', 'they BREED like rabbits', 'guys BREED like rabbits', 'this BREEDS nothing but', 'we BREED cattle for blood', 'japanese trout BREED to january']"
